Rome1;Rome2;Rome3;Intitule;OGR
G;12;03;Animation de loisirs auprès d'enfants ou d'adolescents; 
G;12;03;Accompagnateur / Accompagnatrice d'enfants ou d'adolescents;10213
G;12;03;Animateur / Animatrice classe de découverte;10973
G;12;03;Animateur / Animatrice d'accueil collectif de mineurs (ACM);11001
G;12;03;Animateur / Animatrice d'accueil de loisirs (centre aéré);10999
G;12;03;Animateur / Animatrice d'accueil de loisirs (centre de loisirs);11000
G;12;03;Animateur / Animatrice d'activités périscolaires;10983
G;12;03;Animateur / Animatrice d'enfants;11038
G;12;03;Animateur / Animatrice d'enfants assistant(e) sanitaire;11039
G;12;03;Animateur / Animatrice d'enfants en classe transplantée;11041
G;12;03;Animateur / Animatrice d'enfants en séjour de vacances;11040
G;12;03;Animateur / Animatrice de club enfants;11006
G;12;03;Animateur / Animatrice de loisirs auprès des enfants et adolescents;11021
G;12;03;Animateur / Animatrice de loisirs de plage;11022
G;12;03;Animateur / Animatrice de loisirs pour enfants;11023
G;12;03;Animateur / Animatrice de mini-club enfants;11024
G;12;03;Animateur / Animatrice de séjour de vacances;11007
G;12;03;Animateur adjoint / Animatrice adjointe sanitaire auprès d'enfants ou d'adolescents;10971
G;12;03;Directeur / Directrice d'accueil collectif de mineurs (ACM);14226
G;12;03;Directeur / Directrice d'accueil de loisirs;14219
G;12;03;Directeur / Directrice d'accueil de loisirs avec hébergement;14224
G;12;03;Directeur / Directrice d'accueil de loisirs sans hébergement;14225
G;12;03;Directeur / Directrice de centre de séjour de vacances;14222
G;12;03;Directeur adjoint / Directrice adjointe d'accueil collectif de mineurs (ACM);38170
G;12;03;Directeur adjoint / Directrice adjointe d'accueil de loisirs;38156
G;12;03;Directeur adjoint / Directrice adjointe d'accueil de loisirs avec hébergement;38158
G;12;03;Directeur adjoint / Directrice adjointe d'accueil de loisirs sans hébergement;38169
G;12;03;Directeur adjoint / Directrice adjointe de centre de séjour de vacances;38157
G;12;03;Moniteur / Monitrice d'accueil de loisirs;16726
G;12;03;Moniteur / Monitrice d'enfants;16735
G;12;03;Moniteur / Monitrice de classe transplantée;16727
G;12;03;Moniteur / Monitrice de séjour de vacances;16728
G;12;03;Responsable d'accueil de loisirs;18677
G;12;03;Responsable d'animation d'accueil de loisirs;38057
G;12;04;Éducation en activités sportives; 
G;12;04;Analyste vidéos de sports;200102
G;12;04;Animateur sportif / Animatrice sportive;11067
G;12;04;Assistant éducateur / Assistante éducatrice d'activités sportives;11279
G;12;04;Cadre technique sportif / sportive;11637
G;12;04;Chef de bassin;12067
G;12;04;Coach sportif;12677
G;12;04;Conseiller sportif / Conseillère sportive;13480
G;12;04;Éducateur / Éducatrice d'activités physiques;14584
G;12;04;Éducateur / Éducatrice d'activités sportives;14585
G;12;04;Éducateur / Éducatrice handisport;14595
G;12;04;Éducateur sportif / Éducatrice sportive;14601
G;12;04;Entraîneur / Entraîneuse d'équipe sportive;14858
G;12;04;Entraîneur / Entraîneuse d'équipe sportive de football;126552
G;12;04;Entraîneur / Entraîneuse de sportifs de haut niveau;14857
G;12;04;Entraîneur / Entraîneuse de sportifs de haut niveau de football;126553
G;12;04;Entraîneur sportif / Entraîneuse sportive;14859
G;12;04;Entraîneur sportif / Entraîneuse sportive de football;126554
G;12;04;Initiateur sportif / Initiatrice sportive;15916
G;12;04;Instructeur sportif / Instructrice sportive;16020
G;12;04;Maître-nageur sauveteur / Maître-nageuse sauveteuse;16318
G;12;04;Manager animateur / Manager animatrice de club sportif;16339
G;12;04;Moniteur / Monitrice d'éducation physique et sportive;16734
G;12;04;Moniteur / Monitrice d'équitation;140889
G;12;04;Moniteur / Monitrice de basketball;140888
G;12;04;Moniteur / Monitrice de fitness musculation;140890
G;12;04;Moniteur / Monitrice de golf;140891
G;12;04;Moniteur / Monitrice de gymnastique;140892
G;12;04;Moniteur / Monitrice de handball;140893
G;12;04;Moniteur / Monitrice de judo;140894
G;12;04;Moniteur / Monitrice de karaté;140895
G;12;04;Moniteur / Monitrice de natation;140896
G;12;04;Moniteur / Monitrice de plongée;140897
G;12;04;Moniteur / Monitrice de rugby;140898
G;12;04;Moniteur / Monitrice de ski alpin;140899
G;12;04;Moniteur / Monitrice de sport;16733
G;12;04;Moniteur / Monitrice de tennis;140900
G;12;04;Moniteur / Monitrice de tennis de table;140901
G;12;04;Moniteur / Monitrice de voile;140902
G;12;04;Moniteur sportif / Monitrice sportive;16748
G;12;04;Préparateur / Préparatrice physique;18037
G;12;04;Professeur / Professeure d'activités sportives;18110
G;12;04;Sauveteur / Sauveteuse aquatique;19314
G;12;04;Surveillant / Surveillante de baignade;19586
G;12;05;Personnel d'attractions ou de structures de loisirs; 
G;12;05;Agent / Agente d'exploitation des attractions;10705
G;12;05;Agent / Agente de contrôle de salle de spectacles;10416
G;12;05;Animateur / Animatrice d'attractions;10997
G;12;05;Animateur / Animatrice de parc de loisirs;11025
G;12;05;Animateur / Animatrice de personnage de parc de loisirs;11027
G;12;05;Assistant / Assistante de zone d'attraction;11259
G;12;05;Conducteur / Conductrice d'attraction;12873
G;12;05;Conducteur / Conductrice de manège;13094
G;12;05;Employé / Employée de loisirs ou d'attractions;14770
G;12;05;Employé / Employée de manège forain;14772
G;12;05;Employé / Employée de parc de loisirs;14776
G;12;05;Hôte / Hôtesse d'attractions;15486
G;12;05;Hôte / Hôtesse de golf/mini-golf;15488
G;12;05;Hôte / Hôtesse de manège;15489
G;12;05;Hôte / Hôtesse de patinoire;15490
G;12;05;Hôte / Hôtesse de salle de jeux électroniques;15492
G;12;05;Opérateur / Opératrice d'attraction;17063
G;12;05;Opérateur / Opératrice de manège;17118
G;12;05;Opérateur / Opératrice de parcours acrobatique dans les arbres;38785
G;12;05;Ouvreur / Ouvreuse de salle de spectacles;17385
G;12;05;Ouvreur placeur / Ouvreuse placeuse de salle de spectacles;17386
G;12;05;Pilote d'attractions;17741
G;12;05;Pilote de manège;17752
G;12;05;Responsable des attractions;18923
G;12;06;Personnel technique des jeux; 
G;12;06;Assistant / Assistante clientèle Machines à Sous - MAS;38330
G;12;06;Bout de table;11580
G;12;06;Chef de boule;12071
G;12;06;Chef de partie de boule;12197
G;12;06;Chef de partie de jeux;12198
G;12;06;Chef de table;12377
G;12;06;Croupier / Croupière;13848
G;12;06;Croupier / Croupière bout de table;13849
G;12;06;Croupier / Croupière de boule;13850
G;12;06;Directeur / Directrice des jeux;14368
G;12;06;Directeur / Directrice Machines à Sous -MAS-;14459
G;12;06;Directeur adjoint / Directrice adjointe des jeux;14181
G;12;06;Employé / Employée des jeux;14792
G;12;06;Membre du comité de direction des jeux;16610
G;12;06;Valet de jeux de table;20501
G;13; ;"Conception; commercialisation et vente de produits touristiques"; 
G;13;01;Conception de produits touristiques; 
G;13;01;Assistant / Assistante chef de produit tourisme;11203
G;13;01;Assistant / Assistante de production tourisme;11245
G;13;01;Assistant / Assistante de production voyages;11246
G;13;01;Assistant / Assistante forfaitiste;11289
G;13;01;Assistant / Assistante technique en tourisme d'affaires;11350
G;13;01;Chef de produit tourisme;12227
G;13;01;Concepteur / Conceptrice de prestations touristiques;12817
G;13;01;Concepteur / Conceptrice de produits d'écotourisme;12818
G;13;01;Concepteur / Conceptrice de produits en tourisme d'affaires;12819
G;13;01;Concepteur / Conceptrice de produits touristiques;12821
G;13;01;Concepteur / Conceptrice forfaitiste tourisme;12827
G;13;01;Directeur / Directrice de production tourisme;14308
G;13;01;Forfaitiste;15116
G;13;01;Forfaitiste groupe;15117
G;13;01;Forfaitiste Groupement d'Individuels Regroupés -GIR-;15118
G;13;01;Forfaitiste séjours linguistiques;15119
G;13;01;Organisateur / Organisatrice de voyages;17364
G;13;01;Producteur / Productrice technique de prestations touristiques;18107
G;13;01;Responsable service production tourisme;19189
G;13;01;Technicien / Technicienne de production du tourisme;19904
G;13;02;Optimisation de produits touristiques; 
G;13;02;Analyst revenue management;10930
G;13;02;Assistant / Assistante yield manager;11356
G;13;02;Chargé / Chargée de l'optimisation des produits touristiques;11812
G;13;02;Chargé / Chargée du rendement de produits du tourisme;11942
G;13;02;Directeur / Directrice du rendement des produits du tourisme;14433
G;13;02;Gestionnaire d'allotements de transport;15320
G;13;02;Négociateur / Négociatrice de contrats hôteliers;16960
G;13;02;Responsable du rendement des produits du tourisme;19018
G;13;02;Responsable yield manager;19211
G;13;02;Revenue Manager;19254
G;13;02;Yield manager;20737
G;13;03;Vente de voyages; 
G;13;03;Agent / Agente de comptoir en vente de voyages;10404
G;13;03;Agent / Agente de réservation;10590
G;13;03;Agent / Agente de réservation voyages;10592
G;13;03;Agent / Agente de vente voyages;10641
G;13;03;Agent / Agente de voyages;10644
G;13;03;Billettiste;11513
G;13;03;Billettiste affaires;11514
G;13;03;Billettiste voyages;11515
G;13;03;Chargé / Chargée de point de vente voyages;11833
G;13;03;Chargé / Chargée de réservation groupe;11868
G;13;03;Chef de comptoir en vente de voyages;12107
G;13;03;Conseiller / Conseillère voyages;13497
G;13;03;Conseiller / Conseillère voyages d'affaires;13498
G;13;03;Conseiller / Conseillère voyages en ligne;13499
G;13;03;Conseiller télévendeur / Conseillère télévendeuse de voyages;13488
G;13;03;Conseiller vendeur / Conseillère vendeuse croisières;13490
G;13;03;Employé / Employée de réservation voyages;14785
G;13;03;Gestionnaire de point de ventes de voyages en ligne;15343
G;13;03;Gestionnaire de point de vente voyages;15342
G;13;03;Responsable de ventes de voyages en plateau d'affaires;18894
G;13;03;Technicien / Technicienne de réservation voyages;19923
G;13;03;Technicien / Technicienne en billetterie affaires;20041
G;13;03;Télébillettiste voyages;20296
G;13;03;Téléconseiller / Téléconseillère voyages;20301
G;14; ;Gestion et direction; 
G;14;01;Assistance de direction d'hôtel-restaurant; 
G;14;01;Adjoint / Adjointe du directeur / de la directrice en hôtellerie-restauration;10296
G;14;01;Assistant / Assistante à la direction d'un établissement hôtelier;11178
G;14;01;Assistant / Assistante à la direction d'un restaurant;11179
G;14;01;Assistant / Assistante du directeur / de la directrice en hôtellerie-restauration;11277
G;14;01;Assistant / Assistante manager en restauration;11299
G;14;01;Économe en hôtellerie-restauration;14564
G;14;01;Manager en restauration rapide;16335
G;14;01;Manager en terminal de cuisson;16336
G;14;01;Responsable d'hébergement hôtelier;18997
G;14;01;Responsable de restauration;18849
G;14;01;Responsable des séminaires;18943
G;14;02;Management d'hôtel-restaurant; 
G;14;02;Directeur / Directrice d'établissement de restauration rapide;14394
G;14;02;Directeur / Directrice d'établissement en hôtellerie-restauration;14398
G;14;02;Directeur / Directrice d'hôtel;14417
G;14;02;Directeur / Directrice d'hôtel-restaurant;14419
G;14;02;Directeur / Directrice de la restauration;14276
G;14;02;Directeur / Directrice de résidence hôtelière;14323
G;14;02;Directeur / Directrice de restaurant;14324
G;14;02;Exploitant / Exploitante d'hôtel;15007
G;14;02;Exploitant / Exploitante de restaurant;14993
G;14;02;Gérant / Gérante d'hôtel;15303
G;14;02;Gérant / Gérante de restaurant;15294
G;14;02;Hôtelier / Hôtelière;15493
G;14;02;Hôtelier-restaurateur / Hôtelière-restauratrice;15494
G;14;02;Responsable d'hôtel-restaurant;18998
G;14;02;Responsable de restaurant;18847
G;14;02;Restaurateur / Restauratrice;19215
G;14;03;Gestion de structure de loisirs ou d'hébergement touristique; 
G;14;03;Directeur / Directrice d'équipement de loisirs;14356
G;14;03;Directeur / Directrice d'équipement sportif;14357
G;14;03;Directeur / Directrice d'hôtellerie de plein air;14418
G;14;03;Directeur / Directrice de camping;14216
G;14;03;Directeur / Directrice de casino de jeux;14217
G;14;03;Directeur / Directrice de centre nautique;14234
G;14;03;Directeur / Directrice de centre sportif;14237
G;14;03;Directeur / Directrice de piscine;14301
G;14;03;Directeur / Directrice de résidence de tourisme;14322
G;14;03;Directeur / Directrice de salle de cinéma;14326
G;14;03;Exploitant / Exploitante d'attraction foraine;14969
G;14;03;Exploitant / Exploitante d'attractions;14970
G;14;03;Exploitant / Exploitante d'équipement de loisirs;15002
G;14;03;Exploitant / Exploitante d'équipement de loisirs de plein air;15003
G;14;03;Exploitant / Exploitante d'équipement sportif;15001
G;14;03;Exploitant / Exploitante de cabaret;14973
G;14;03;Exploitant / Exploitante de camping;14976
G;14;03;Exploitant / Exploitante de casino des jeux;14977
G;14;03;Exploitant / Exploitante de centre équestre;14978
G;14;03;Exploitant / Exploitante de cercle de jeux;14979
G;14;03;Exploitant / Exploitante de chambres d'hôtes;14980
G;14;03;Exploitant / Exploitante de cinéma;14981
G;14;03;Exploitant / Exploitante de discothèque;14982
G;14;03;Exploitant / Exploitante de gîte rural;14983
G;14;03;Exploitant / Exploitante de karting;14984
G;14;03;Exploitant / Exploitante de manège;14985
G;14;03;Exploitant / Exploitante de manège forain;14986
G;14;03;Exploitant / Exploitante de minigolf;14987
G;14;03;Exploitant / Exploitante de parc de parcours acrobatique;14988
G;14;03;Exploitant / Exploitante de parc naturel et animalier;14989
G;14;03;Exploitant / Exploitante de parcours acrobatique en hauteur;14991
G;14;03;Exploitant / Exploitante de parc zoologique;14990
G;14;03;Exploitant / Exploitante de patinoire;14992
G;14;03;Exploitant / Exploitante de salle de billard;14994
G;14;03;Exploitant / Exploitante de salle de bowling;14995
G;14;03;Exploitant / Exploitante de salle de jeux électroniques/automatiques;14996
G;14;03;Exploitant / Exploitante de salle de spectacles;14997
G;14;03;Exploitant / Exploitante de structure d'hébergement touristique;14999
G;14;03;Exploitant / Exploitante de tennis;15000
G;14;03;Exploitant directeur / Exploitante directrice de golf;15008
G;14;03;Gardien / Gardienne de refuge de montagne;38890
G;14;03;Gérant / Gérante d'équipement de loisirs;15300
G;14;03;Gérant / Gérante d'équipement sportif;15301
G;14;03;Gérant / Gérante de camping;15279
G;14;03;Gérant / Gérante de centre nautique;15281
G;14;03;Gérant / Gérante de dancing;15285
G;14;03;Gérant / Gérante de piscine;15291
G;14;03;Gestionnaire d'espaces naturels et de loisirs;15358
G;14;03;Gestionnaire de base de loisirs;15322
G;14;03;Gestionnaire de parc de loisirs;15338
G;14;03;Gestionnaire de structure d'hébergement touristique;15355
G;14;03;Gestionnaire de structure de loisirs;15354
G;14;03;Responsable d'aquarium;18626
G;14;03;Responsable de parc naturel;18799
G;14;03;Responsable de planétarium;18804
G;14;03;Responsable de salle de sports;18851
G;14;03;Responsable de village de vacances;18896
G;14;04;Management d'établissement de restauration collective; 
G;14;04;Chef de production en restauration collective;12217
G;14;04;Chef de secteur de restauration collective;12318
G;14;04;Chef gérant / gérante de restaurant de collectivité;12568
G;14;04;Directeur / Directrice de cuisine centrale;14249
G;14;04;Directeur / Directrice de restaurant de collectivité;14325
G;14;04;Économe en restauration collective;14565
G;14;04;Gérant / Gérante de cantine scolaire;15280
G;14;04;Gérant / Gérante de cuisine hospitalière;15284
G;14;04;Gérant / Gérante de mess;15289
G;14;04;Gérant / Gérante de restaurant de collectivité;15295
G;14;04;Gérant / Gérante en restauration collective;38936
G;14;04;Gérant adjoint / Gérante adjointe de restaurant de collectivité;15272
G;14;04;Gestionnaire de restaurant de collectivité;15352
G;14;04;Intendant / Intendante de restaurant de collectivité;16034
G;14;04;Responsable d'établissement de restauration collective;18955
G;14;04;Responsable de restaurant de collectivité;18848
G;14;04;Responsable des achats en restauration collective;18919
G;15; ;Personnel d'étage en hôtellerie; 
G;15;01;Personnel d'étage; 
G;15;01;Commis / Commise d'étage;12764
G;15;01;Employé / Employée d'étage;14793
G;15;01;Employé / Employée d'étage en hôtellerie;14794
G;15;01;Employé / Employée de ménage d'hôtel;14775
G;15;01;Employé / Employée de ménage en hôtellerie de plein air;38578
G;15;01;Premier valet / Première femme de chambre;17979
G;15;01;Valet / Femme de chambre;20500
G;15;02;Personnel polyvalent d'hôtellerie; 
G;15;02;Agent polyvalent / Agente polyvalente d'hôtellerie;10752
G;15;02;Cafetier / Cafetière d'hôtel;38083
G;15;02;Employé / Employée d'hôtel;14796
G;15;02;Employé polyvalent / Employée polyvalente d'hôtellerie;14814
G;15;02;Employé polyvalent / Employée polyvalente en établissement hôtelier;14815
G;15;02;Équipier / Équipière d'hôtel;14873
G;15;02;Équipier / Équipière de banquet;38579
G;15;03;Management du personnel d'étage; 
G;15;03;Aide gouvernant / Aide gouvernante en hôtellerie;10848
G;15;03;Assistant gouvernant / Assistante gouvernante en hôtellerie;11357
G;15;03;Assistant gouvernant général / Assistante gouvernante générale en hôtellerie;11358
G;15;03;Chef gouvernant / Chef gouvernante en hôtellerie;12569
G;15;03;Gouvernant / Gouvernante d'étage;15384
G;15;03;Gouvernant / Gouvernante d'hôtel;15385
G;15;03;Gouvernant / Gouvernante en établissement hôtelier;15387
G;15;03;Gouvernant / Gouvernante en hôtellerie;15388
G;15;03;Gouvernant général / Gouvernante générale en hôtellerie;15390
G;15;03;Premier gouvernant / Première gouvernante d'hôtel;17984
G;15;03;Responsable d'étage;18960
G;16; ;Production culinaire; 
G;16;01;Management du personnel de cuisine; 
G;16;01;Chef cuisinier / cuisinière;12018
G;16;01;Chef de cuisine;12110
